district_id,district_name,state,development_index,population_lakhs,rural_pct,literacy_rate,female_literacy_rate,sc_st_pct,bpl_pct,agricultural_hh_pct,avg_landholding_ha,internet_penetration,health_facilities_per_lakh,pmkisan_eligible,pmkisan_enrolled,pmkisan_uptake_rate,pmkisan_gap_count,ab_eligible,ab_enrolled,ab_uptake_rate,ab_gap_count,combined_gap_score
D0390,TEL_Dist_11,Telangana,0.5551,46.47,0.6419,0.7735,0.693,0.2439,0.3287,0.5969,1.561,0.4617,14.57,277401,174481,0.629,102920,137461,115853,0.8428,21608,0.2641
D0391,TEL_Dist_12,Telangana,0.5924,45.03,0.638,0.7405,0.5539,0.2097,0.1669,0.425,2.003,0.1936,13.06,191395,142006,0.742,49389,67658,52624,0.7778,15034,0.2401
D0392,TEL_Dist_13,Telangana,0.6207,67.33,0.6514,0.718,0.5787,0.32,0.4316,0.5056,1.846,0.5323,12.34,340415,255541,0.7507,84874,261563,175754,0.6719,85809,0.2887
D0393,TEL_Dist_14,Telangana,0.6462,35.25,0.4579,0.8051,0.6345,0.2515,0.2738,0.4474,1.855,0.4209,20.15,157717,122675,0.7778,35042,86860,59430,0.6842,27430,0.269
D0394,TEL_Dist_15,Telangana,0.6552,45.2,0.5191,0.7215,0.5663,0.221,0.2904,0.4269,2.265,0.4469,18.97,192947,136228,0.706,56719,118154,91468,0.7741,26686,0.2599
D0395,TEL_Dist_16,Telangana,0.6288,11.33,0.646,0.6396,0.5605,0.2627,0.4379,0.5551,2.359,0.491,18.24,62899,47228,0.7509,15671,44657,32874,0.7362,11783,0.2565
D0396,TEL_Dist_17,Telangana,0.6194,41.17,0.5744,0.7312,0.5925,0.2552,0.1909,0.4388,2.24,0.2513,16.35,180643,140359,0.777,40284,70726,48559,0.6866,22167,0.2682
D0397,TEL_Dist_18,Telangana,0.5187,52.28,0.7508,0.6875,0.5703,0.3073,0.3486,0.6945,1.27,0.3357,12.39,363142,294546,0.8111,68596,164025,108032,0.6586,55993,0.2651
D0398,TEL_Dist_19,Telangana,0.6316,36.96,0.5302,0.7335,0.6183,0.1224,0.1869,0.5079,1.617,0.2735,17.42,187691,145360,0.7745,42331,62165,45156,0.7264,17009,0.2496
D0399,TEL_Dist_20,Telangana,0.5581,45.22,0.6666,0.7003,0.6099,0.2731,0.3684,0.5763,1.765,0.3276,20.46,260599,192888,0.7402,67711,149931,109862,0.7328,40069,0.2635
D0400,TEL_Dist_21,Telangana,0.5444,39.36,0.71,0.6615,0.4878,0.2247,0.4049,0.575,1.654,0.4174,15.25,226325,168852,0.7461,57473,143424,104388,0.7278,39036,0.2631
D0401,TEL_Dist_22,Telangana,0.7621,19.05,0.6247,0.7418,0.6628,0.1986,0.2547,0.4082,1.692,0.4402,20.27,77746,55477,0.7136,22269,43669,34948,0.8003,8721,0.2431
D0402,TEL_Dist_23,Telangana,0.7841,35.18,0.5051,0.8419,0.5982,0.3307,0.2612,0.3503,1.594,0.3992,17.7,123230,105647,0.8573,17583,82675,72754,0.88,9921,0.1313
D0403,TEL_Dist_24,Telangana,0.4759,92.88,0.6735,0.553,0.3958,0.2797,0.2967,0.5883,1.096,0.3463,15.05,546420,366456,0.6706,179964,247985,156309,0.6303,91676,0.3495
D0404,TEL_Dist_25,Telangana,0.5158,32.89,0.6512,0.5348,0.4067,0.3733,0.2759,0.5299,1.851,0.4042,13.79,174323,119316,0.6845,55007,81693,58552,0.7167,23141,0.2994
D0405,TEL_Dist_26,Telangana,0.7705,26.2,0.6731,0.8464,0.681,0.199,0.3026,0.5764,1.838,0.4974,22.84,151031,119722,0.7927,31309,71354,62791,0.88,8563,0.1637
D0406,TEL_Dist_27,Telangana,0.5825,71.62,0.6002,0.5723,0.4472,0.2861,0.2827,0.435,1.798,0.5676,19.52,311574,254236,0.816,57338,182232,141515,0.7766,40717,0.2037
D0407,TEL_Dist_28,Telangana,0.4955,150.34,0.7012,0.6576,0.5444,0.4204,0.2881,0.5772,1.594,0.3703,13.98,867730,592258,0.6825,275472,389810,298764,0.7664,91046,0.2755
D0408,TEL_Dist_29,Telangana,0.556,30.1,0.7256,0.7308,0.6426,0.2528,0.2503,0.6464,1.472,0.4075,11.67,194586,132684,0.6819,61902,67822,42341,0.6243,25481,0.3469
D0409,TEL_Dist_30,Telangana,0.547,25.71,0.5284,0.6518,0.5015,0.4095,0.27,0.4694,1.971,0.3784,17.33,120657,82804,0.6863,37853,62467,42013,0.6726,20454,0.3206
D0410,TEL_Dist_31,Telangana,0.5316,31.12,0.6928,0.7333,0.5504,0.338,0.2414,0.7701,1.807,0.4296,17.98,239666,153879,0.6421,85787,67614,44495,0.6581,23119,0.3499
D0411,TEL_Dist_32,Telangana,0.5179,105.18,0.6174,0.6878,0.5746,0.3184,0.4086,0.6198,1.944,0.3525,13.79,651924,472974,0.7255,178950,386820,226731,0.5861,160089,0.3442
D0412,TEL_Dist_33,Telangana,0.525,36.44,0.6354,0.7698,0.6648,0.1405,0.3957,0.5932,1.671,0.3418,14.56,216157,162673,0.7526,53484,129759,96231,0.7416,33528,0.2529
D0413,TAM_Dist_01,Tamil Nadu,0.7094,38.34,0.5914,0.8342,0.6224,0.184,0.4188,0.4504,1.433,0.4874,17.22,172694,137917,0.7986,34777,144527,127183,0.88,17344,0.1607
D0414,TAM_Dist_02,Tamil Nadu,0.6512,30.31,0.6744,0.716,0.5017,0.2588,0.3054,0.588,1.774,0.469,18.68,178206,140527,0.7886,37679,83297,56475,0.678,26822,0.2667
D0415,TAM_Dist_03,Tamil Nadu,0.6869,96.83,0.6301,0.7438,0.6693,0.3305,0.2515,0.4672,1.74,0.3387,16.73,452399,358280,0.792,94119,219144,167820,0.7658,51324,0.2211
D0416,TAM_Dist_04,Tamil Nadu,0.6704,37.17,0.6423,0.7319,0.5364,0.3135,0.2555,0.5066,2.308,0.2826,11.8,188293,123568,0.6563,64725,85451,63153,0.7391,22298,0.3023
D0417,TAM_Dist_05,Tamil Nadu,0.7791,29.57,0.5907,0.8231,0.7121,0.3145,0.2105,0.3898,1.381,0.3926,19.7,115257,91037,0.7899,24220,56008,47885,0.855,8123,0.1776
D0418,TAM_Dist_06,Tamil Nadu,0.7111,19.66,0.4072,0.7503,0.6452,0.1527,0.1662,0.4573,1.529,0.3858,19.02,89910,72571,0.8072,17339,29402,25191,0.8568,4211,0.168
D0419,TAM_Dist_07,Tamil Nadu,0.9358,53.93,0.5712,0.7361,0.5443,0.1706,0.2306,0.4104,2.158,0.5673,21.06,221326,192874,0.8715,28452,111942,95219,0.8506,16723,0.139
D0420,TAM_Dist_08,Tamil Nadu,0.6437,14.78,0.5963,0.7623,0.602,0.1625,0.3007,0.5182,1.81,0.3407,20.28,76564,58793,0.7679,17771,39993,33688,0.8424,6305,0.1949
D0421,TAM_Dist_09,Tamil Nadu,0.5786,91.5,0.5525,0.7291,0.5946,0.2354,0.3352,0.5111,1.451,0.3606,15.35,467636,308707,0.6601,158929,276047,196850,0.7131,79197,0.3134
D0422,TAM_Dist_10,Tamil Nadu,0.7769,50.18,0.6483,0.7592,0.5627,0.1795,0.1936,0.4128,1.612,0.4229,16.97,207117,178790,0.8632,28327,87430,71396,0.8166,16034,0.1601
D0423,TAM_Dist_11,Tamil Nadu,0.7158,66.2,0.6766,0.8115,0.6989,0.2412,0.1585,0.5456,2.112,0.3201,20.39,361204,238334,0.6598,122870,94470,75670,0.801,18800,0.2696
D0424,TAM_Dist_12,Tamil Nadu,0.6742,32.58,0.5808,0.6961,0.6141,0.17,0.3059,0.6175,1.389,0.3089,18.82,201154,169013,0.8402,32141,89694,64918,0.7238,24776,0.218
D0425,TAM_Dist_13,Tamil Nadu,0.8081,106.68,0.5169,0.8976,0.705,0.2094,0.2258,0.4205,2.488,0.3251,19.41,448611,385738,0.8599,62873,216782,190768,0.88,26014,0.1301
D0426,TAM_Dist_14,Tamil Nadu,0.7369,32.54,0.5495,0.7464,0.5566,0.2665,0.2406,0.5817,1.899,0.4197,23.03,189295,169734,0.8967,19561,70466,62010,0.88,8456,0.1117
D0427,TAM_Dist_15,Tamil Nadu,0.7366,15.48,0.4014,0.7837,0.6981,0.2917,0.3679,0.4089,1.542,0.3353,19.32,63287,48377,0.7644,14910,51247,42905,0.8372,8342,0.1992
D0428,TAM_Dist_16,Tamil Nadu,0.8266,21.59,0.6872,0.6872,0.5949,0.1975,0.1807,0.4874,2.292,0.4836,13.94,105232,86368,0.8207,18864,35107,28071,0.7996,7036,0.1898
D0429,TAM_Dist_17,Tamil Nadu,0.7408,27.72,0.6417,0.8271,0.6361,0.257,0.289,0.5532,1.786,0.404,23.49,153359,129052,0.8415,24307,72102,52879,0.7334,19223,0.2125
D0430,TAM_Dist_18,Tamil Nadu,0.6765,130.57,0.5635,0.7076,0.5224,0.3089,0.265,0.4799,1.782,0.4828,16.28,626616,526862,0.8408,99754,311460,244463,0.7849,66997,0.1871
D0431,TAM_Dist_19,Tamil Nadu,0.7172,31.52,0.5145,0.9228,0.769,0.2177,0.1563,0.3234,2.516,0.468,21.53,101924,92445,0.907,9479,44325,31765,0.7166,12560,0.1882
D0432,TAM_Dist_20,Tamil Nadu,0.8201,53.01,0.6942,0.858,0.6264,0.1443,0.2169,0.6348,1.595,0.457,24.55,336504,286355,0.851,50149,103471,91054,0.88,12417,0.1345
D0433,TAM_Dist_21,Tamil Nadu,0.6464,32.47,0.5738,0.7393,0.6505,0.3053,0.2557,0.5039,1.871,0.5321,18.21,163596,116443,0.7118,47153,74717,58239,0.7795,16478,0.2544
D0434,TAM_Dist_22,Tamil Nadu,0.6918,174.29,0.7659,0.6939,0.4961,0.1704,0.4253,0.6521,2.145,0.3169,20.01,1136623,933015,0.8209,203608,667148,508885,0.7628,158263,0.2082
D0435,TAM_Dist_23,Tamil Nadu,0.6785,117.63,0.7074,0.591,0.4503,0.3561,0.2514,0.6364,1.552,0.421,19.53,748619,509021,0.6799,239598,266172,219902,0.8262,46270,0.2469
D0436,TAM_Dist_24,Tamil Nadu,0.7689,82.44,0.7105,0.7765,0.6861,0.1914,0.3143,0.5774,1.965,0.357,25.68,476009,410159,0.8617,65850,233225,205238,0.88,27987,0.1292
D0437,TAM_Dist_25,Tamil Nadu,0.6891,44.9,0.5953,0.6069,0.4642,0.2238,0.4339,0.5182,1.697,0.4042,15.03,232669,183275,0.7877,49394,175320,136545,0.7788,38775,0.2167
D0438,TAM_Dist_26,Tamil Nadu,0.8491,200.0,0.5809,0.8988,0.6767,0.1897,0.1478,0.5147,2.286,0.4927,18.96,1029376,881892,0.8567,147484,265974,234057,0.88,31917,0.1316
D0439,TAM_Dist_27,Tamil Nadu,0.7929,116.07,0.3458,0.7732,0.5899,0.3262,0.3746,0.3334,1.623,0.5687,23.89,386969,292524,0.7559,94445,391371,339523,0.8675,51848,0.1883
D0440,TAM_Dist_28,Tamil Nadu,0.7215,32.16,0.5755,0.6775,0.5758,0.3029,0.262,0.4246,1.439,0.4208,15.12,136544,111555,0.817,24989,75825,62132,0.8194,13693,0.1818
D0441,TAM_Dist_29,Tamil Nadu,0.5916,18.7,0.8427,0.7962,0.6465,0.2645,0.3495,0.4686,1.547,0.4561,17.2,87618,65207,0.7442,22411,58805,46365,0.7885,12440,0.2337
D0442,TAM_Dist_30,Tamil Nadu,0.7345,50.5,0.5468,0.7133,0.5573,0.1882,0.1547,0.4299,1.851,0.5184,14.45,217113,177864,0.8192,39249,70327,50459,0.7175,19868,0.2316
D0443,TAM_Dist_31,Tamil Nadu,0.8669,10.15,0.5146,0.8715,0.7661,0.1678,0.156,0.4356,2.078,0.4787,23.98,44236,40697,0.92,3539,14255,12544,0.88,1711,0.1
D0444,TAM_Dist_32,Tamil Nadu,0.7599,66.39,0.6864,0.8431,0.7428,0.2175,0.3146,0.511,2.059,0.448,18.92,339245,287595,0.8478,51650,187975,155190,0.8256,32785,0.1633
D0445,TAM_Dist_33,Tamil Nadu,0.7745,16.33,0.5442,0.6842,0.514,0.3544,0.2146,0.3902,1.24,0.4882,17.17,63709,52007,0.8163,11702,31532,26290,0.8338,5242,0.1749
D0446,TAM_Dist_34,Tamil Nadu,0.7255,62.39,0.5657,0.7535,0.5417,0.2913,0.2095,0.5797,1.918,0.467,16.53,361702,289708,0.801,71994,117664,83593,0.7104,34071,0.2443
D0447,TAM_Dist_35,Tamil Nadu,0.5885,21.59,0.6133,0.7368,0.5314,0.2759,0.133,0.5195,1.62,0.2777,17.79,112137,71864,0.6409,40273,25849,18704,0.7236,7145,0.3178
D0448,TAM_Dist_36,Tamil Nadu,0.8073,58.42,0.415,0.7727,0.5969,0.2469,0.2772,0.3305,1.987,0.4708,16.28,193070,177624,0.92,15446,145747,119492,0.8199,26255,0.1301
D0449,TAM_Dist_37,Tamil Nadu,0.7858,84.43,0.5996,0.7534,0.5598,0.1409,0.3036,0.5288,1.596,0.3007,20.87,446466,396163,0.8873,50303,230697,185635,0.8047,45062,0.154
D0450,TAM_Dist_38,Tamil Nadu,0.95,200.0,0.4911,0.7341,0.583,0.0886,0.1472,0.4272,2.193,0.5483,23.23,854467,786109,0.92,68358,264983,233185,0.88,31798,0.1
D0451,KER_Dist_01,Kerala,0.9236,18.71,0.4939,0.8513,0.688,0.3388,0.1706,0.5032,1.484,0.5109,24.46,94146,85940,0.9128,8206,28723,25276,0.88,3447,0.1036
D0452,KER_Dist_02,Kerala,0.8375,18.52,0.4812,0.8425,0.603,0.2426,0.1498,0.4569,2.109,0.3064,20.95,84624,71397,0.8437,13227,24971,21974,0.88,2997,0.1381
D0453,KER_Dist_03,Kerala,0.8108,85.07,0.5185,0.8867,0.7359,0.1112,0.2508,0.4611,2.216,0.3414,26.53,392240,296359,0.7556,95881,192000,164077,0.8546,27923,0.1949
D0454,KER_Dist_04,Kerala,0.95,25.48,0.401,0.8112,0.6403,0.3381,0.4042,0.3027,1.927,0.578,22.3,77114,70944,0.92,6170,92681,81559,0.88,11122,0.1
D0455,KER_Dist_05,Kerala,0.949,19.76,0.4073,0.8183,0.6496,0.0818,0.257,0.3279,1.846,0.4718,26.86,64795,53829,0.8308,10966,45699,40215,0.88,5484,0.1446
D0456,KER_Dist_06,Kerala,0.8873,142.67,0.4795,0.8623,0.6256,0.152,0.2239,0.4221,1.858,0.4548,19.81,602219,481091,0.7989,121128,287494,252994,0.88,34500,0.1606
D0457,KER_Dist_07,Kerala,0.8346,44.84,0.3656,0.8449,0.6367,0.3223,0.1049,0.33,1.907,0.5443,16.62,147958,133259,0.9007,14699,42323,35458,0.8378,6865,0.1308
D0458,KER_Dist_08,Kerala,0.7888,46.44,0.662,0.7181,0.5961,0.205,0.2375,0.6384,2.311,0.345,13.21,296483,237220,0.8001,59263,99270,84893,0.8552,14377,0.1724
D0459,KER_Dist_09,Kerala,0.8285,45.56,0.5459,0.7995,0.6242,0.05,0.2267,0.5881,2.184,0.4179,21.85,267940,203769,0.7605,64171,92944,76509,0.8232,16435,0.2082
D0460,KER_Dist_10,Kerala,0.95,13.11,0.4856,0.8901,0.7421,0.2415,0.2215,0.4241,2.25,0.6152,21.42,55579,51132,0.92,4447,26131,22995,0.88,3136,0.1
D0461,KER_Dist_11,Kerala,0.95,27.21,0.4402,0.9017,0.7731,0.1518,0.4013,0.3366,2.309,0.5165,27.97,91576,84249,0.92,7327,98266,86474,0.88,11792,0.1
D0462,KER_Dist_12,Kerala,0.95,32.92,0.4895,0.92,0.6659,0.1933,0.2094,0.308,2.475,0.5276,27.5,101387,84902,0.8374,16485,62051,54604,0.88,7447,0.1413
D0463,KER_Dist_13,Kerala,0.9109,200.0,0.4738,0.8614,0.7459,0.27,0.3244,0.411,1.874,0.5279,21.44,822005,681750,0.8294,140255,583890,513823,0.88,70067,0.1453
D0464,KER_Dist_14,Kerala,0.95,92.17,0.5657,0.9312,0.7755,0.2632,0.2481,0.4394,2.225,0.5512,17.54,405034,372631,0.92,32403,205781,180005,0.8747,25776,0.1026
D0465,JHA_Dist_01,Jharkhand,0.5123,48.84,0.6899,0.7179,0.599,0.3072,0.2786,0.5139,2.097,0.3371,20.48,250965,181004,0.7212,69961,122477,96744,0.7899,25733,0.2444
D0466,JHA_Dist_02,Jharkhand,0.4551,17.05,0.7153,0.5814,0.5121,0.1951,0.4054,0.5228,1.132,0.3855,12.21,89142,54438,0.6107,34704,62216,37796,0.6075,24420,0.3909
D0467,JHA_Dist_03,Jharkhand,0.3629,44.33,0.6973,0.6635,0.507,0.1846,0.3107,0.5795,1.412,0.3403,18.13,256914,171679,0.6682,85235,123951,84393,0.6809,39558,0.3254
D0468,JHA_Dist_04,Jharkhand,0.4524,8.62,0.6856,0.6455,0.5297,0.3983,0.4548,0.5909,1.027,0.2813,12.29,50922,29240,0.5742,21682,35268,21943,0.6222,13325,0.4018
D0469,JHA_Dist_05,Jharkhand,0.4202,79.22,0.5888,0.5856,0.4474,0.2918,0.429,0.5112,1.649,0.2391,16.31,404988,249428,0.6159,155560,305887,239703,0.7836,66184,0.3002
D0470,JHA_Dist_06,Jharkhand,0.3516,29.53,0.8306,0.6148,0.4919,0.3369,0.5195,0.6457,1.633,0.1641,14.6,190666,117513,0.6163,73153,138060,98598,0.7142,39462,0.3347
D0471,JHA_Dist_07,Jharkhand,0.386,73.87,0.9263,0.6852,0.5823,0.334,0.323,0.8296,1.367,0.4362,15.2,612815,364330,0.5945,248485,214729,125585,0.5849,89144,0.4103
D0472,JHA_Dist_08,Jharkhand,0.3527,13.56,0.7796,0.6408,0.5355,0.307,0.3067,0.6087,1.06,0.3782,16.06,82533,57975,0.7025,24558,37422,24647,0.6586,12775,0.3195
D0473,JHA_Dist_09,Jharkhand,0.4777,43.2,0.6752,0.673,0.503,0.255,0.3481,0.5673,1.748,0.2614,15.46,245073,168632,0.6881,76441,135330,94827,0.7007,40503,0.3056
D0474,JHA_Dist_10,Jharkhand,0.4363,16.63,0.829,0.639,0.4653,0.4625,0.3285,0.6544,1.524,0.3126,14.78,108847,66053,0.6068,42794,49170,35620,0.7244,13550,0.3344
D0475,JHA_Dist_11,Jharkhand,0.567,12.88,0.6943,0.6535,0.497,0.2141,0.2622,0.6219,1.766,0.2884,14.98,80096,52972,0.6614,27124,30399,23307,0.7667,7092,0.286
D0476,JHA_Dist_12,Jharkhand,0.417,51.94,0.6878,0.5637,0.475,0.2334,0.3179,0.6895,0.989,0.3697,11.7,358114,262047,0.7317,96067,148608,92398,0.6218,56210,0.3232
D0477,JHA_Dist_13,Jharkhand,0.3158,112.17,0.8267,0.5233,0.4602,0.2626,0.2525,0.7838,1.23,0.0439,17.94,879209,475701,0.5411,403508,254945,137768,0.5404,117177,0.4593
D0478,JHA_Dist_14,Jharkhand,0.4832,45.4,0.6417,0.7194,0.5415,0.2344,0.344,0.5769,1.249,0.3682,9.97,261905,182074,0.6952,79831,140567,98680,0.702,41887,0.3014
D0479,JHA_Dist_15,Jharkhand,0.2799,200.0,0.8784,0.484,0.3825,0.2652,0.3306,0.6121,1.101,0.2757,7.78,1224136,631155,0.5156,592981,595059,367948,0.6183,227111,0.433
D0480,JHA_Dist_16,Jharkhand,0.3956,95.99,0.6534,0.6912,0.5481,0.2835,0.3899,0.6371,1.777,0.3072,9.68,611491,372365,0.6089,239126,336838,225069,0.6682,111769,0.3614
D0481,JHA_Dist_17,Jharkhand,0.163,38.55,0.6785,0.5144,0.3741,0.2922,0.3837,0.6483,0.633,0.0701,11.18,249947,150493,0.6021,99454,133142,72970,0.5481,60172,0.4249
D0482,JHA_Dist_18,Jharkhand,0.5064,43.08,0.8455,0.6052,0.5311,0.1437,0.276,0.6274,1.067,0.2945,11.54,270256,178234,0.6595,92022,106985,79121,0.7396,27864,0.3005
D0483,JHA_Dist_19,Jharkhand,0.4759,29.16,0.6765,0.6622,0.4977,0.4102,0.3016,0.6425,1.251,0.3277,18.37,187350,135767,0.7247,51583,79160,55888,0.706,23272,0.2847
D0484,JHA_Dist_20,Jharkhand,0.4616,25.71,0.7518,0.5156,0.3734,0.2024,0.472,0.5733,1.771,0.2926,15.73,147384,98466,0.6681,48918,109207,76620,0.7016,32587,0.3151
D0485,JHA_Dist_21,Jharkhand,0.2445,68.67,0.7189,0.6204,0.4975,0.2883,0.2739,0.6876,1.046,0.0838,10.69,472176,250186,0.5299,221990,169298,82449,0.487,86849,0.4916
D0486,JHA_Dist_22,Jharkhand,0.4075,88.01,0.7286,0.5741,0.4339,0.2987,0.3929,0.6291,1.702,0.2414,14.63,553718,335073,0.6051,218645,311197,213266,0.6853,97931,0.3548
D0487,JHA_Dist_23,Jharkhand,0.3726,41.08,0.6873,0.5528,0.4173,0.3,0.3178,0.5523,1.485,0.2622,15.19,226874,147179,0.6487,79695,117484,80296,0.6835,37188,0.3339
D0488,JHA_Dist_24,Jharkhand,0.3065,57.84,0.7959,0.6264,0.466,0.2325,0.4081,0.6545,1.7,0.3394,12.44,378568,204793,0.541,173775,212431,134234,0.6319,78197,0.4136
D0489,ASS_Dist_01,Assam,0.4257,25.02,0.6733,0.5735,0.4255,0.2451,0.4043,0.5655,1.273,0.3532,14.37,141507,91685,0.6479,49822,91039,63018,0.6922,28021,0.3299
D0490,ASS_Dist_02,Assam,0.6041,108.11,0.7075,0.6804,0.4817,0.1838,0.2092,0.6862,1.889,0.3589,19.23,741815,627450,0.8458,114365,203527,149252,0.7333,54275,0.2104
D0491,ASS_Dist_03,Assam,0.5766,49.37,0.7469,0.7031,0.6049,0.263,0.415,0.6017,1.562,0.2596,11.89,297082,203555,0.6852,93527,184419,141259,0.766,43160,0.2744
D0492,ASS_Dist_04,Assam,0.3974,19.26,0.7251,0.6719,0.4836,0.2739,0.4022,0.5852,1.383,0.3272,12.61,112709,71600,0.6353,41109,69708,43398,0.6226,26310,0.3711
D0493,ASS_Dist_05,Assam,0.5025,42.12,0.6395,0.6807,0.5223,0.3637,0.5162,0.4327,1.8,0.3181,14.02,182287,119387,0.6549,62900,195706,110962,0.567,84744,0.389
D0494,ASS_Dist_06,Assam,0.3614,32.58,0.8494,0.7267,0.6084,0.2555,0.5167,0.7698,1.878,0.2267,5.32,250787,146755,0.5852,104032,151486,82029,0.5415,69457,0.4367
D0495,ASS_Dist_07,Assam,0.4793,34.28,0.7718,0.6544,0.5825,0.3673,0.3606,0.559,1.648,0.4626,10.57,191623,143523,0.749,48100,111256,74037,0.6655,37219,0.2928
D0496,ASS_Dist_08,Assam,0.3986,19.63,0.8466,0.6557,0.56,0.2877,0.2633,0.7193,1.199,0.1435,15.4,141209,88679,0.628,52530,46523,26808,0.5762,19715,0.3979
D0497,ASS_Dist_09,Assam,0.5704,144.18,0.6768,0.6207,0.4696,0.2075,0.3506,0.5258,1.68,0.4083,13.31,758141,534092,0.7045,224049,454949,299937,0.6593,155012,0.3181
D0498,ASS_Dist_10,Assam,0.5036,17.15,0.6216,0.7086,0.5957,0.249,0.3879,0.6317,1.487,0.2367,12.61,108349,80885,0.7465,27464,59879,41047,0.6855,18832,0.284
D0499,ASS_Dist_11,Assam,0.456,28.09,0.6253,0.6858,0.5352,0.3867,0.1815,0.4603,1.376,0.2901,13.67,129317,81832,0.6328,47485,45892,35551,0.7747,10341,0.2963
D0500,ASS_Dist_12,Assam,0.5414,23.52,0.6554,0.6636,0.5042,0.3678,0.3962,0.6202,1.343,0.2468,14.44,145879,84338,0.5781,61541,83863,60471,0.7211,23392,0.3504
D0501,ASS_Dist_13,Assam,0.4782,71.15,0.5948,0.7234,0.561,0.2349,0.4081,0.423,1.013,0.395,14.15,300970,230214,0.7649,70756,261339,160405,0.6138,100934,0.3107
D0502,ASS_Dist_14,Assam,0.4549,46.11,0.6786,0.6325,0.4627,0.2576,0.3711,0.5304,1.388,0.3418,6.96,244527,139262,0.5695,105265,153969,98747,0.6413,55222,0.3946
D0503,ASS_Dist_15,Assam,0.583,53.61,0.6264,0.6577,0.4732,0.2832,0.1517,0.5852,1.901,0.3424,13.67,313718,202167,0.6444,111551,73190,52485,0.7171,20705,0.3192
D0504,ASS_Dist_16,Assam,0.6126,99.89,0.5674,0.712,0.5764,0.2715,0.2229,0.5287,1.833,0.4427,20.8,528158,392303,0.7428,135855,200379,152911,0.7631,47468,0.2471
D0505,ASS_Dist_17,Assam,0.5982,46.46,0.6757,0.6466,0.5707,0.1644,0.2774,0.6994,1.878,0.2804,17.59,324940,241334,0.7427,83606,116000,81647,0.7039,34353,0.2767
D0506,ASS_Dist_18,Assam,0.6044,5.15,0.5554,0.6272,0.4526,0.3498,0.4436,0.4228,1.75,0.3822,18.11,21785,15394,0.7067,6391,20572,15332,0.7453,5240,0.274
D0507,ASS_Dist_19,Assam,0.4705,66.49,0.7749,0.7102,0.5598,0.2992,0.3259,0.6594,1.566,0.3468,12.43,438461,306043,0.698,132418,195002,141988,0.7281,53014,0.2869
D0508,ASS_Dist_20,Assam,0.4822,52.73,0.7199,0.6711,0.5045,0.3163,0.3158,0.6607,1.216,0.2504,6.62,348348,202402,0.581,145946,149857,90825,0.6061,59032,0.4064
D0509,ASS_Dist_21,Assam,0.5066,19.48,0.5463,0.6558,0.5728,0.2168,0.2592,0.4941,1.555,0.3711,17.09,96263,62798,0.6524,33465,45448,31911,0.7022,13537,0.3227
D0510,ASS_Dist_22,Assam,0.4888,41.55,0.8119,0.6773,0.558,0.2598,0.339,0.7844,1.975,0.2988,16.9,325908,244674,0.7507,81234,126775,87550,0.6906,39225,0.2793
D0511,ASS_Dist_23,Assam,0.5175,98.77,0.6582,0.7602,0.6793,0.1799,0.3402,0.601,1.423,0.3839,16.74,593579,380088,0.6403,213491,302406,222276,0.735,80130,0.3123
D0512,ASS_Dist_24,Assam,0.4079,145.37,0.6551,0.5757,0.4212,0.292,0.3652,0.574,0.949,0.2634,13.47,834392,581920,0.6974,252472,477859,294476,0.6162,183383,0.3432
D0513,ASS_Dist_25,Assam,0.4296,56.6,0.6824,0.6595,0.514,0.2031,0.2869,0.6886,1.328,0.3293,9.23,389712,264916,0.6798,124796,146121,66590,0.4557,79531,0.4323
D0514,ASS_Dist_26,Assam,0.5394,74.82,0.6254,0.633,0.5053,0.3147,0.2713,0.5447,1.67,0.286,18.68,407577,255957,0.628,151620,182670,157484,0.8621,25186,0.2549
D0515,ASS_Dist_27,Assam,0.5614,18.33,0.7407,0.7025,0.5556,0.4314,0.2523,0.516,1.003,0.3569,15.8,94580,74847,0.7914,19733,41626,31164,0.7487,10462,0.23
D0516,ASS_Dist_28,Assam,0.5186,58.28,0.6025,0.6153,0.4321,0.2199,0.2817,0.4588,1.46,0.3058,11.44,267373,176592,0.6605,90781,147767,97513,0.6599,50254,0.3398
D0517,ASS_Dist_29,Assam,0.4121,68.94,0.6375,0.7432,0.6175,0.2413,0.435,0.5191,1.961,0.1985,16.5,357868,237445,0.6635,120423,269889,171821,0.6366,98068,0.3499
D0518,ASS_Dist_30,Assam,0.5521,87.14,0.6869,0.6933,0.5383,0.201,0.3958,0.6048,1.439,0.3407,7.92,527008,354634,0.6729,172374,310393,186523,0.6009,123870,0.3631
D0519,ASS_Dist_31,Assam,0.3997,45.88,0.741,0.617,0.4424,0.3392,0.4016,0.7197,1.374,0.3719,13.92,330220,206787,0.6262,123433,165837,107424,0.6478,58413,0.363
D0520,ASS_Dist_32,Assam,0.3741,26.43,0.7572,0.6232,0.4531,0.2596,0.4016,0.64,1.404,0.3184,9.71,169135,90858,0.5372,78277,95523,52813,0.5529,42710,0.455
D0521,ASS_Dist_33,Assam,0.5379,40.63,0.6427,0.6499,0.479,0.302,0.2454,0.6118,1.956,0.4339,18.16,248571,173463,0.6978,75108,89733,71675,0.7988,18058,0.2517
D0522,ASS_Dist_34,Assam,0.4072,127.88,0.8048,0.6179,0.4353,0.1214,0.4729,0.6637,1.839,0.3856,14.0,848761,463404,0.546,385357,544266,363863,0.6685,180403,0.3927
